Product	Avg. Session Duration	Buy-to-Detail Rate	Product Refund Amount	Product Refunds	Product Revenue	Quantity	Users
"Staples Markeer etiketten Diameter 12 mm, assorti (pak 288 stuks)"	0	0	0	0	30	23	8
"Staples Markeer etiketten Diameter 12 mm, blauw (pak 240 stuks)"	0	0	0	0	35	31	12
"Staples Markeer etiketten Diameter 12 mm, geel (pak 240 stuks)"	0	0	0	0	17	19	9
"Staples Markeer etiketten Diameter 12 mm, groen (pak 240 stuks)"	0	0	0	0	64	54	14
"Staples Markeer etiketten Diameter 12 mm, rood (pak 240 stuks)"	0	0	0	0	18	17	8
"Staples Markeer etiketten Diameter 19 mm, blauw (pak 100 stuks)"	0	0	0	0	103	79	5
"Staples Markeer etiketten Diameter 19 mm, geel (pak 100 stuks)"	0	0	0	0	108	83	5
"Staples Markeer etiketten Diameter 19 mm, groen (pak 100 stuks)"	0	0	0	0	116	89	6
"Staples Markeer etiketten Diameter 19 mm, rood (pak 100 stuks)"	0	0	0	0	53	47	16
"Staples Markeer etiketten Diameter 8 mm, assorti (pak 648 stuks)"	0	0	0	0	27	21	10
"Staples Markeerstiften met vloeibare inkt, beitelvormige punt, niet-giftige inkt, 109,2 x 113,4 x 15,4 mm, diverse kleuren, verpakking van 4 stuks (pa"	0	0	0	0	55	6	2
"Staples Markeerstiften met vloeibare inkt, beitelvormige punt, niet-giftige inkt, 109,2 x 113,4 x 15,4 mm, geel, verpakking van 5 stuks (pak 5 stuks)"	0	0	0	0	11	1	1
"Staples Markeringsspelden, vlaggetjes (pak 100 stuks)"	0	0	0	0	7	7	4
Staples Memoblok Navulling gekleurd papier (pak 800 vel)	0	0	0	0	104	49	12
Staples Memoblok Navulling papier (pak 800 vel)	0	0	0	0	508	287	70
Staples Memoblok Papier aan 1 zijde verlijmd (blok 800 vel)	0	0	0	0	48	19	9
Staples Memoblok Transparante houder incl. gekleurd papier	0	0	0	0	73	23	11
Staples Memoblok Transparante houder incl. papier	0	0	0	0	112	39	16
"Staples Micro-USB oplaad-/synchronisatiekabel, 1,0 m, zwart"	0	0	0	0	2	1	1
Staples Microfiber reinigingsdoek	0	0	0	0	27	21	3
Staples Monitorverhoger Basis Zwart	0	0	0	0	"1,053"	44	16
Staples Monitorverhoger Premium plus Platinum/Graphite	0	0	0	0	158	4	3
"Staples Monsterzak 229 x 324 x 38 mm, 170 g/m² (doos 125 stuks)"	0	0	0	0	76	2	2
"Staples Monsterzak 230 x 350 x 38 mm, 170 g/m² (doos 125 stuks)"	0	0	0	0	42	1	1
"Staples Monsterzak 262 x 371 x 38 mm, 170 g/m² (doos 125 stuks)"	0	0	0	0	"3,349"	93	50
Staples Muis bedraad	0	0	0	0	64	6	2
Staples Muis optical 2.4G draadloos	0	0	0	0	22	1	1
Staples Muismat Lycra met gel polssteun Zwart	0	0	0	0	117	5	3
Staples Muismat met polssteun Memory Zwart	0	0	0	0	75	2	2
Staples Multifunctioneel reinigingsdoekje Bus (pak 100 stuks)	0	0	0	0	467	215	28
"Staples Multifunctionele allesreiniger concentratie, fris citroen, 1 l, blauw (pak 2 liter)"	0	0	0	0	4	1	1
"Staples Multifunctionele allesreiniger concentratie, fris citroen, 5 l, blauw (fles 5 liter)"	0	0	0	0	18	3	2
"Staples Multifunctionele etiketten permanent, afgerond, 33,9 x 63,5 mm, wit (pak 2400 stuks)"	0	0	0	0	29	3	1
"Staples Multifunctionele etiketten permanent, rechthoekig, 63,5 x 38,1 mm, wit (pak 2100 stuks)"	0	0	0	0	801	84	1
"Staples Multifunctionele reinigingsspray oppervlakken vloeibaar kant-en-klaar, citroen, 750 ml, groen (pak 2 x 750 milliliter)"	0	0	0	0	76	17	6
"Staples Multiuse papier A3, 80g/m² (doos 5 x 500 vel)"	0	0	0	0	348	9	8
"Staples Multiuse papier A4, 80 g/m² (doos 2500 vel)"	0	0	0	0	"1,597"	81	41
"Staples Multiuse papier A4, 80 g/m² (doos 5 x 500 vel)"	0	0	0	0	"2,257"	115	58
"Staples Multiuse papier A4, 80 g/m² (pallet 200 x 500 vel)"	0	0	0	0	"1,220"	2	2
"Staples Naambadge met clip 60 x 90 mm, gesloten versie (pak 25 stuks)"	0	0	0	0	198	12	6
"Staples Naambadge met clip 60 x 90 mm, open versie (pak 25 stuks)"	0	0	0	0	704	45	15
Staples Naambadge met combiklem 40 x 75 mm (pak 50 stuks)	0	0	0	0	535	26	13
Staples Naambadge met combiklem 54 x 90 mm (pak 50 stuks)	0	0	0	0	912	45	28
"Staples Naambadge met speld, 40 x 75 mm, transparant, PVC (pak 25 stuks)"	0	0	0	0	148	24	11
Staples Naambadge met veiligheidsspeld 40 x 75 mm (pak 100 stuks)	0	0	0	0	97	5	3
Staples Naambadge met veiligheidsspeld 54 x 90 mm (pak 50 stuks)	0	0	0	0	16	1	1
"Staples Naambadge voor bezoekers met combiklem, PVC, liggend, 40 x 75 mm, transparant (pak 25 stuks)"	0	0	0	0	18	2	2
Staples Nat/droog reinigingsdoekje (pak 20 stuks)	0	0	0	0	67	11	1
"Staples Navulling lijmroller Permanent, 20 m"	0	0	0	0	75	26	4
"Staples Navullingen gelpen met kliksysteem, 0,7 mm, 4,5 x 4,5 x 109 mm, blauw (pak 5 stuks)"	0	0	0	0	6	2	1
"Staples Navullingen gelpen met kliksysteem, 0,7 mm, 4,5 x 4,5 x 109 mm, rood (pak 5 stuks)"	0	0	0	0	3	1	1
Staples Nieten office klein 6/4 verzinkt (pak 2000 stuks)	0	0	0	0	15	26	9
Staples Nieten office klein Nr. 10 verzinkt (pak 1000 stuks)	0	0	0	0	12	44	14
Staples Nieten office standaard 24/6 verkoperd (doos 20 x 1000 stuks)	0	0	0	0	312	31	25
Staples Nieten office standaard 24/6 verkoperd (pak 5000 stuks)	0	0	0	0	429	209	108
Staples Nieten office standaard 24/6 verzinkt (pak 1000 stuks)	0	0	0	0	123	84	12
Staples Nieten office standaard 26/6 verzinkt (pak 1000 stuks)	0	0	0	0	41	109	11
Staples Nieten office standaard 26/6 verzinkt (pak 5000 stuks)	0	0	0	0	71	49	19
"Staples Nietmachine 50 FlatClinch™ 50 vel, zwart"	0	0	0	0	90	6	3
"Staples Nietmachine Office 25 vel, blauw"	0	0	0	0	108	27	8
"Staples Nietmachine Office 25 vel, wit"	0	0	0	0	9	2	1
"Staples Nietmachine Office 25 vel, zwart"	0	0	0	0	272	68	36
"Staples Niettang 12 vel, zwart/chroom"	0	0	0	0	19	2	2
"Staples Niko-vulpotlood; 0,9 mm loodstift; assorti; verpakking van 12 (pak 12 stuks)"	0	0	0	0	8	1	1
"Staples Notitieboek met flexibele rug, A6, 80 gelinieerde vellen, marineblauwe kaft (pak 5 stuks)"	0	0	0	0	37	6	2
"Staples Ontkalker voor koffiemachines concentratie, 500 ml, transparant (fles 500 milliliter)"	0	0	0	0	1	1	1
Staples Ontnieter	0	0	0	0	165	281	109
"Staples Opbergboxen 0,4 liter, transparant, l 125 x b 98x h 67mm (pak 5 stuks)"	0	0	0	0	9	1	1
"Staples Opbergboxen 12 liter, l 385 x b 295 x h 180mm"	0	0	0	0	6	1	1
"Staples Opbergboxen 24 liter, l 475 x b 395 x h 190mm (pak 5 stuks)"	0	0	0	0	275	6	3
"Staples Opbergboxen 42 liter, l 475 x b 395x h 320mm (doos 5 stuks)"	0	0	0	0	246	5	3
"Staples Opbergboxen 50 liter, l 675 x b 445 x h 230mm (doos 5 stuks)"	0	0	0	0	180	3	2
"Staples Opbergboxen 6,3 liter, transparant (pak 5 stuks)"	0	0	0	0	97	3	2
"Staples Opbergboxen 65 liter, l 587 x b 451 x h 343mm (pak 5 stuks)"	0	0	0	0	216	3	2
"Staples OptiFlow stickrollerbalpen, fijne 0,5 mm punt, blauw (pak 12 stuks)"	0	0	0	0	13	1	1
"Staples Opvangzakken voor papierversnipperaar, 60 L, pakket van 16 stuks, 0,01 mm, 70 x 36 cm (doos 16 stuks)"	0	0	0	0	4	1	1
"Staples Ordner A3 dwars, rugbreedte 50 mm, zwart"	0	0	0	0	303	28	4
"Staples Ordner A3 dwars, rugbreedte 80 mm, zwart"	0	0	0	0	562	47	8
"Staples Ordner A3 staand, rugbreedte 80 mm, zwart"	0	0	0	0	285	22	3
"Staples Ordner A5 dwars, rugbreedte 80 mm, zwart"	0	0	0	0	4	1	1
"Staples Ordner A5 staand, rugbreedte 80 mm, zwart"	0	0	0	0	16	4	3
"Staples Ordner Premium Rugbreedte 50 mm, assorti (pak 10 stuks)"	0	0	0	0	59	3	3
"Staples Ordner Premium Rugbreedte 50 mm, blauw"	0	0	0	0	172	89	11
"Staples Ordner Premium Rugbreedte 50 mm, bordeaux"	0	0	0	0	20	10	5
"Staples Ordner Premium Rugbreedte 50 mm, geel"	0	0	0	0	71	36	6
"Staples Ordner Premium Rugbreedte 50 mm, groen"	0	0	0	0	8	4	1
"Staples Ordner Premium Rugbreedte 50 mm, lichtblauw"	0	0	0	0	19	9	3
"Staples Ordner Premium Rugbreedte 50 mm, lichtgrijs"	0	0	0	0	69	33	3
"Staples Ordner Premium Rugbreedte 50 mm, lichtgroen"	0	0	0	0	55	27	7
"Staples Ordner Premium Rugbreedte 50 mm, oranje"	0	0	0	0	12	6	2
"Staples Ordner Premium Rugbreedte 50 mm, paars"	0	0	0	0	24	12	5
"Staples Ordner Premium Rugbreedte 50 mm, rood"	0	0	0	0	285	142	9
"Staples Ordner Premium Rugbreedte 50 mm, roze"	0	0	0	0	29	14	5
"Staples Ordner Premium Rugbreedte 50 mm, turquoise"	0	0	0	0	4	2	1
"Staples Ordner Premium Rugbreedte 50 mm, wit"	0	0	0	0	62	32	7
"Staples Ordner Premium Rugbreedte 50 mm, zwart"	0	0	0	0	215	107	16
"Staples Ordner Premium Rugbreedte 80 mm, assorti (doos 10 stuks)"	0	0	0	0	627	32	22
"Staples Ordner Premium Rugbreedte 80 mm, blauw"	0	0	0	0	"1,406"	718	66
"Staples Ordner Premium Rugbreedte 80 mm, bordeaux"	0	0	0	0	10	5	1
"Staples Ordner Premium Rugbreedte 80 mm, geel"	0	0	0	0	188	103	12
"Staples Ordner Premium Rugbreedte 80 mm, groen"	0	0	0	0	195	101	12
"Staples Ordner Premium Rugbreedte 80 mm, lichtgrijs"	0	0	0	0	432	214	22
"Staples Ordner Premium Rugbreedte 80 mm, lichtgroen"	0	0	0	0	110	55	7
"Staples Ordner Premium Rugbreedte 80 mm, oranje"	0	0	0	0	284	138	6
"Staples Ordner Premium Rugbreedte 80 mm, paars"	0	0	0	0	194	100	8
"Staples Ordner Premium Rugbreedte 80 mm, rood"	0	0	0	0	646	340	41
"Staples Ordner Premium Rugbreedte 80 mm, roze"	0	0	0	0	68	33	4
"Staples Ordner Premium Rugbreedte 80 mm, turquoise"	0	0	0	0	84	42	9
"Staples Ordner Premium Rugbreedte 80 mm, wit"	0	0	0	0	505	256	30
"Staples Ordner Premium Rugbreedte 80 mm, zwart"	0	0	0	0	"2,018"	"1,089"	87
"Staples Ordner gekleurd papier Rugbreedte 50 mm, blauw"	0	0	0	0	315	168	19
"Staples Ordner gekleurd papier Rugbreedte 50 mm, geel"	0	0	0	0	60	33	4
"Staples Ordner gekleurd papier Rugbreedte 50 mm, groen"	0	0	0	0	77	42	3
"Staples Ordner gekleurd papier Rugbreedte 50 mm, rood"	0	0	0	0	106	58	6
"Staples Ordner gekleurd papier Rugbreedte 50 mm, wit"	0	0	0	0	136	73	7
"Staples Ordner gekleurd papier Rugbreedte 50 mm, zwart"	0	0	0	0	170	90	17
"Staples Ordner gekleurd papier Rugbreedte 80 mm, blauw"	0	0	0	0	784	418	43
"Staples Ordner gekleurd papier Rugbreedte 80 mm, geel"	0	0	0	0	905	478	25
"Staples Ordner gekleurd papier Rugbreedte 80 mm, grijs"	0	0	0	0	90	47	9
"Staples Ordner gekleurd papier Rugbreedte 80 mm, groen"	0	0	0	0	332	176	26
"Staples Ordner gekleurd papier Rugbreedte 80 mm, rood"	0	0	0	0	289	153	22
"Staples Ordner gekleurd papier Rugbreedte 80 mm, wit"	0	0	0	0	323	173	23
"Staples Ordner gekleurd papier Rugbreedte 80 mm, zwart"	0	0	0	0	244	130	28
"Staples Ordner met dubbel mechaniek Rugbreedte 70 mm, zwart"	0	0	0	0	69	10	4
"Staples Ordner wolkenmarmer Rugbreedte 50 mm, blauw"	0	0	0	0	67	48	9
"Staples Ordner wolkenmarmer Rugbreedte 50 mm, geel"	0	0	0	0	93	61	4
"Staples Ordner wolkenmarmer Rugbreedte 50 mm, grijs"	0	0	0	0	47	30	6
"Staples Ordner wolkenmarmer Rugbreedte 50 mm, groen"	0	0	0	0	19	12	5
"Staples Ordner wolkenmarmer Rugbreedte 50 mm, rood"	0	0	0	0	32	20	8
"Staples Ordner wolkenmarmer Rugbreedte 50 mm, zwart"	0	0	0	0	813	578	63
"Staples Ordner wolkenmarmer Rugbreedte 80 mm, blauw"	0	0	0	0	10	6	3
"Staples Ordner wolkenmarmer Rugbreedte 80 mm, geel"	0	0	0	0	67	43	3
"Staples Ordner wolkenmarmer Rugbreedte 80 mm, grijs"	0	0	0	0	72	46	6
"Staples Ordner wolkenmarmer Rugbreedte 80 mm, groen"	0	0	0	0	10	6	3
"Staples Ordner wolkenmarmer Rugbreedte 80 mm, rood"	0	0	0	0	20	13	4
"Staples PVC Vloermat harde vloer, rechthoekig, 100% recyclebaar, transparant, 900 mm x 1200 mm"	0	0	0	0	109	4	2
"Staples Pagemarker 20 x 38 mm, assorti (pak 4 blokken)"	0	0	0	0	75	28	10
Staples Paperclip 25mm Zilver (pak 100 stuks)	0	0	0	0	31	56	14
Staples Papercliphouder Transparant/zwart	0	0	0	0	110	17	7
"Staples Paperclips 25mm, incl. houder (pak 100 stuks)"	0	0	0	0	74	69	33
"Staples Paperclips Vernikkeld, 25 mm (pak 100 stuks)"	0	0	0	0	45	146	24
"Staples Paperclips Vernikkeld, 25 mm (pak 1000 stuks)"	0	0	0	0	26	7	6
"Staples Paperclips Vernikkeld, 30 mm (pak 1000 stuks)"	0	0	0	0	131	31	10
"Staples Paperclips Vernikkeld, 32 mm (pak 100 stuks)"	0	0	0	0	287	854	121
"Staples Paperclips Vernikkeld, 40 mm (pak 100 stuks)"	0	0	0	0	27	29	5
"Staples Paperclips Vernikkeld, 50 mm (pak 100 stuks)"	0	0	0	0	544	561	88
"Staples Paperclips Vernikkeld, golvend, 60 mm (pak 100 stuks)"	0	0	0	0	39	16	7
"Staples Paperclips Vernikkeld, golvend, 75 mm (pak 100 stuks)"	0	0	0	0	155	47	19
"Staples Paperclips Vernikkeld, hoekige vorm, 32 mm (pak 1000 stuks)"	0	0	0	0	290	79	46
Staples Paperclips met dispenser 25mm nikkel (pak 100 stuks)	0	0	0	0	1	1	1
Staples Paperclips vernikkeld zilver 32 mm doos van 100 stuks (pak 100 stuks)	0	0	0	0	102	132	23
Staples Papier A3 gerecycled 80gr. (doos 5 x 500 vel)	0	0	0	0	101	2	2
Staples Papierklem - magnetisch 45 mm (pak 3 stuks)	0	0	0	0	224	45	5
Staples Papierklem 15 mm (pak 12 stuks)	0	0	0	0	25	48	13
Staples Papierklem 19 mm (pak 12 stuks)	0	0	0	0	70	77	20
Staples Papierklem 25 mm (pak 12 stuks)	0	0	0	0	68	56	17
Staples Papierklem 32 mm (pak 12 stuks)	0	0	0	0	70	39	15
Staples Papierklem 32mm zwart (pak 12 stuks)	0	0	0	0	6	3	1
Staples Papierklem 41 mm (pak 12 stuks)	0	0	0	0	162	59	10
Staples Papierklem 41mm zwart (pak 12 stuks)	0	0	0	0	5	2	1
Staples Papierklem 50 mm (pak 12 stuks)	0	0	0	0	101	21	6
"Staples Papierklem 50mm zwart, 12 stuks (pak 12 stuks)"	0	0	0	0	8	2	1
Staples Papiervernietiger TXC10DGE snippers	0	0	0	0	271	5	5
Staples Papiervernietiger TXC6DGE snippers	0	0	0	0	32	1	1
Staples Papiervernietiger TXC8DGE snippers	0	0	0	0	583	13	13
"Staples Papierversnipperaar Mailmate M7 Junk Mail, cross-cut, 12 vellen"	0	0	0	0	165	1	1
"Staples Papierversnipperaar, cross-cut, 15 vellen"	0	0	0	0	109	1	1
"Staples Perforator 25 vel, 4-gaats, zwart"	0	0	0	0	772	42	36
"Staples Perforator verstelbaar 30 vel, 4-gaats, zwart"	0	0	0	0	705	14	11
"Staples Perforator voor extra zwaar werk 65 vel, zwart"	0	0	0	0	422	12	9
"Staples Perforator voor licht werk 18 vel, blauw"	0	0	0	0	87	15	4
"Staples Perforator voor licht werk 18 vel, wit"	0	0	0	0	84	14	4
"Staples Perforator voor licht werk 18 vel, zwart"	0	0	0	0	71	12	9
"Staples Perforator voor middelzwaar werk 25 vel, blauw"	0	0	0	0	6	1	1
"Staples Perforator voor middelzwaar werk 25 vel, zwart"	0	0	0	0	171	26	17
"Staples Perforator voor zwaar werk 40 vel, zwart"	0	0	0	0	248	23	19
"Staples Permanent marker 2000 Duramark CD/DVD 1 mm, zwart"	0	0	0	0	124	155	6
"Staples Permanent marker BEST DuraMark 2090 1 - 3 mm, blauw (pak 10 stuks)"	0	0	0	0	6	1	1
"Staples Permanent marker BEST DuraMark 2090 1 - 3 mm, zwart (pak 10 stuks)"	0	0	0	0	62	11	7
"Staples Permanent marker BEST DuraMark 300 1 - 3 mm, assorti (pak 4 stuks)"	0	0	0	0	65	30	3
"Staples Permanent marker BEST DuraMark 300 1 - 3 mm, groen (pak 10 stuks)"	0	0	0	0	6	1	1
"Staples Permanent marker BEST DuraMark 300 1 - 3 mm, rood (pak 10 stuks)"	0	0	0	0	17	3	2
"Staples Permanent marker BEST DuraMark 300 1 - 3 mm, zwart (pak 10 stuks)"	0	0	0	0	87	16	9
"Staples Permanent marker DuraMark 2070 1,5 - 3 mm, assorti (pak 4 stuks)"	0	0	0	0	17	5	3
"Staples Permanent marker DuraMark 2070 1,5 - 3 mm, blauw (pak 10 stuks)"	0	0	0	0	16	3	2
"Staples Permanent marker DuraMark 2070 1,5 - 3 mm, groen (pak 10 stuks)"	0	0	0	0	5	1	1
"Staples Permanent marker DuraMark 2070 1,5 - 3 mm, rood (pak 10 stuks)"	0	0	0	0	5	1	1
"Staples Permanent marker DuraMark 2070 1,5 - 3 mm, zwart (doos 10 stuks)"	0	0	0	0	244	33	24
"Staples Permanent marker DuraMark 2090 1 - 5 mm, groen (pak 10 stuks)"	0	0	0	0	12	2	2
"Staples Permanent marker DuraMark 2090 1 - 5 mm, rood (pak 10 stuks)"	0	0	0	0	20	3	3
"Staples Permanent marker DuraMark 2090 1 - 5 mm, zwart (doos 10 stuks)"	0	0	0	0	24	3	2
"Staples Permanent marker DuraMark 2700 1 mm, zwart (pak 10 stuks)"	0	0	0	0	246	40	19
"Staples Permanent marker DuraMark 300 1,5 - 3 mm, zwart (pak 10 stuks)"	0	0	0	0	335	44	18
"Staples Permanent marker DuraMark Jumbo 4 - 12 mm, zwart (pak 5 stuks)"	0	0	0	0	31	3	1
"Staples Plakband 15 mm x 10 m, asgat 25 mm (pak 10 x 10 meter)"	0	0	0	0	65	34	25
"Staples Plakband 15 mm x 33 m, asgat 25 mm (pak 10 x 33 meter)"	0	0	0	0	329	96	20
"Staples Plakband 15 mm x 66 m, asgat 76 mm (pak 10 x 66 meter)"	0	0	0	0	63	10	8
"Staples Plakband 19 mm x 33 m, asgat 25 mm (pak 8 x 33 meter)"	0	0	0	0	719	228	102
"Staples Plakband 19 mm x 66 m, asgat 76 mm (doos 48 x 66 meter)"	0	0	0	0	17	3	2
"Staples Plakband 19 mm x 66 m, asgat 76 mm (doos 8 rollen)"	0	0	0	0	117	23	13
"Staples Plakband 19 mm x 66 m, asgat 76 mm (doos 8 x 66 meter)"	0	0	0	0	26	5	4
"Staples Plakband Invisible Mending 19 mm x 33 m, asgat 25 mm (pak 6 rol x 33 meter)"	0	0	0	0	206	50	30
"Staples Plakband Invisible Mending 19 mm x 33 m, asgat 25 mm (rol 33 meter)"	0	0	0	0	75	121	14
"Staples Plakband Mending 19 mm x 10 m, asgat 25 mm (pak 8 x 10 meter)"	0	0	0	0	44	10	9
"Staples Plakband Mending 19 mm x 33 m, asgat 25 mm (pak 6 x 33 meter)"	0	0	0	0	397	104	42
"Staples Plakband Mending 19 mm x 33 m, asgat 25 mm (rol 33 meter)"	0	0	0	0	283	477	46
"Staples Plakbanddispenser ""Office"" Zwart/zilver"	0	0	0	0	198	39	30
"Staples Plakbanddispenser Asgat 25 of 76mm, geschikt voor 33m en 66m, zwart"	0	0	0	0	100	29	20
"Staples Plakbanddispenser Asgat 25mm, maximale lengte 33m, blauw"	0	0	0	0	140	53	29
Staples Plakbanddispenser handmodel	0	0	0	0	39	51	10
Staples Plakbanddispenser standaard Zwart	0	0	0	0	490	173	94
"Staples Plakbandhouder, verzwaard slipvrij voetstuk, 25 mm kern, blauw"	0	0	0	0	9	3	2
"Staples Planner T.b.v. jaar, 90 x 60 cm"	0	0	0	0	275	8	8
"Staples Planner T.b.v. maand, 90 x 60 cm"	0	0	0	0	"1,696"	48	38
"Staples Planner T.b.v. week, 90 x 60 cm"	0	0	0	0	893	25	21
Staples Polssteun Memory Zwart	0	0	0	0	110	3	2
Staples Polssteun Voor muis	0	0	0	0	20	2	1
Staples Polssteun gel Met kunststof onderstel	0	0	0	0	42	1	1
Staples Polssteun gel Muismat	0	0	0	0	245	7	6
Staples Polypropyleen presentatiemap A4 40 vakken neonblauw	0	0	0	0	40	5	3
Staples Potlood + gumtop HB Zwart (pak 12 stuks)	0	0	0	0	2	1	1
Staples Potlood 2600 HB (pak 12 stuks)	0	0	0	0	171	76	11
Staples Potlood 2650 ongelakt HB (pak 12 stuks)	0	0	0	0	18	7	4
Staples Potlood 2874 met gum HB (pak 12 stuks)	0	0	0	0	232	96	30
Staples Potlood HB (pak 12 stuks)	0	0	0	0	41	23	15
Staples Potlood HB met gum (pak 12 stuks)	0	0	0	0	7	3	3
Staples Potloodslijper Dubbelgaats	0	0	0	0	31	31	7
Staples Potloodslijper Enkelgaats	0	0	0	0	152	223	35
Staples Potloodslijper tonmodel Hoogte: 55 mm	0	0	0	0	76	73	40
"Staples Potloodstift 855 0,5 mm, B (tube 12 stuks)"	0	0	0	0	2	2	1
"Staples Potloodstift 855 0,5 mm, H (tube 12 stuks)"	0	0	0	0	4	3	1
"Staples Potloodstift 855 0,5 mm, HB (tube 12 stuks)"	0	0	0	0	1	2	2
"Staples Potloodstift 855 0,7 mm, HB (tube 12 stuks)"	0	0	0	0	87	83	27
"Staples Potloodstift 855 0,9 mm, HB (tube 12 stuks)"	0	0	0	0	83	73	13
"Staples Powerbank, 4400 mAh, wit"	0	0	0	0	9	1	1
"Staples Powerbank, 6600 mAh, wit"	0	0	0	0	84	7	4
"Staples Premium Cut Flush-map in L-vorm, A4, transparant met sinaasappelpatroon, polypropyleen, 302 x 217 mm (pak 25 stuks)"	0	0	0	0	16	4	2
"Staples Premium Cut Flush-map in L-vorm, A4, transparant met sinaasappelpatroon, pvc, blauw, 302 x 217 mm, verpakking van 10 (pak 10 stuks)"	0	0	0	0	9	2	1
"Staples Premium Cut Flush-map in L-vorm, A4, transparant met sinaasappelpatroon, pvc, verschillende kleuren, 302 x 217 mm (pak 25 stuks)"	0	0	0	0	10	2	1
Staples Premium handzeep 6 x 500 ml (pak 6 x 500 milliliter)	0	0	0	0	180	11	10
"Staples Premium papier A3, 80 g/m² (doos 5 x 500 vel)"	0	0	0	0	226	6	4
"Staples Premium papier A4, 80 g/m² (doos 5 x 500 vel)"	0	0	0	0	580	28	12
Staples Premium schermreiniger Flacon spray 25ml + 1 doekje (set 2 stuks)	0	0	0	0	7	1	1
"Staples Premium schrijfblok A4+, gelijnd (pak 5 x 80 vel)"	0	0	0	0	774	88	57
"Staples Premium spiraalblok A4+, 4 gaats, geruit, zwart"	0	0	0	0	107	35	3
"Staples Premium spiraalblok A4+, 4-gaats, gelijnd, groen"	0	0	0	0	203	70	2
"Staples Premium spiraalblok A4+, 4-gaats, gelijnd, wit"	0	0	0	0	6	2	1
"Staples Premium spiraalblok A4+, 4-gaats, gelijnd, zwart"	0	0	0	0	445	139	19
"Staples Premium spiraalblok A5+, 2-gaats, gelijnd, groen"	0	0	0	0	59	40	5
"Staples Premium spiraalblok A5+, 2-gaats, geruit, zwart"	0	0	0	0	32	17	4
"Staples Premium spiraalblok A5+, 6-gaats, gelijnd, wit"	0	0	0	0	66	37	4
"Staples Premium spiraalblok A5+, 6-gaats, geruit, groen"	0	0	0	0	17	10	2
"Staples Premium-map in L-vorm, A4, transparant met sinaasappelpatroon, polypropyleen, 302 x 217 mm (pak 25 stuks)"	0	0	0	0	45	5	2
"Staples Presentatieringband Better Binder Ringcapaciteit 25 mm, blauw"	0	0	0	0	645	72	7
"Staples Presentatieringband Better Binder Ringcapaciteit 25 mm, geel"	0	0	0	0	18	2	1
"Staples Presentatieringband Better Binder Ringcapaciteit 25 mm, limoen"	0	0	0	0	692	78	8
"Staples Presentatieringband Better Binder Ringcapaciteit 25 mm, paars"	0	0	0	0	153	17	3
"Staples Presentatieringband Better Binder Ringcapaciteit 25 mm, rood"	0	0	0	0	45	5	2
"Staples Presentatieringband Better Binder Ringcapaciteit 25 mm, zwart"	0	0	0	0	240	27	4
"Staples Presentatieringband Ringcapaciteit 16 mm, 4 rings, wit"	0	0	0	0	"2,014"	801	22
"Staples Presentatieringband Ringcapaciteit 20 mm, 4 rings, wit"	0	0	0	0	700	265	19
"Staples Presentatieringband Ringcapaciteit 25 mm, 4 rings, wit"	0	0	0	0	309	114	7
"Staples Presentatieringband Ringcapaciteit 30 mm, 4 rings, blauw"	0	0	0	0	304	107	8
"Staples Presentatieringband Ringcapaciteit 30 mm, 4 rings, rood"	0	0	0	0	"1,573"	547	22
"Staples Presentatieringband Ringcapaciteit 30 mm, 4 rings, wit"	0	0	0	0	"1,673"	600	22
"Staples Presentatieringband Ringcapaciteit 30 mm, 4 rings, zwart"	0	0	0	0	165	60	1
"Staples Presentatieringband Ringcapaciteit 40 mm, 4 rings, wit"	0	0	0	0	"1,897"	626	31
"Staples Presentatieringband Ringcapaciteit 40 mm, 4 rings, zwart"	0	0	0	0	681	222	5
"Staples Presentatieringband Ringcapaciteit 50 mm, 4 rings, blauw"	0	0	0	0	29	8	3
"Staples Presentatieringband Ringcapaciteit 50 mm, 4 rings, wit"	0	0	0	0	"1,152"	338	27
"Staples Presentatieringband Ringcapaciteit 50 mm, 4 rings, zwart"	0	0	0	0	68	19	2
"Staples Presentatieringband Ringcapaciteit 60 mm, 4 rings, wit"	0	0	0	0	231	55	11
Staples Presentatieringband SPLS A4-maxi 4D25 zwart	0	0	0	0	73	27	6
"Staples Presentatieringband met ordnermechaniek Ringcapaciteit 50 mm, 2 rings, wit"	0	0	0	0	717	211	8
"Staples Presentatieringband met ordnermechaniek Ringcapaciteit 70 mm, 2 rings, wit"	0	0	0	0	673	190	8
"Staples Presenteer tafelstandaard 1/3 A4 portret, afmeting"	0	0	0	0	11	6	1
Staples Presenteer tafelstandaard A4 portret	0	0	0	0	444	88	19
Staples Presenteer tafelstandaard A5 portret	0	0	0	0	210	74	7
Staples Prikbord kurk 120 x 90 cm	0	0	0	0	616	24	17
Staples Prikbord kurk 90 x 60 cm	0	0	0	0	262	17	8
"Staples Prikbord vilt Blauw, 120 x 90 cm"	0	0	0	0	"2,826"	90	13
"Staples Prikbord vilt Blauw, 90 x 60 cm"	0	0	0	0	433	21	4
Staples Profesioneel snijmes	0	0	0	0	22	9	3
Staples Professional Zeepdispenser	0	0	0	0	60	3	1
Staples Punaise Assorti met geplastificeerde (pak 100 stuks)	0	0	0	0	8	3	3
Staples Punaise Goud (pak 100 stuks)	0	0	0	0	112	67	9
