Product	Avg. Session Duration	Buy-to-Detail Rate	Product Refund Amount	Product Refunds	Product Revenue	Quantity	Users
10st Geschenkverpakking Naturel 388 x 104 x 108 mm Golfkarton Pressel	0	0	0	0	139	7	2
3-Maandskalender 2017 Quantore	0	0	0	0	21	4	1
3L Zelfklevend driehoekvak 100 x 100 mm (pak 100 stuks)	0	0	0	0	17	1	1
3L Zelfklevend driehoekvak 75 x 75 mm (pak 100 stuks)	0	0	0	0	13	2	2
"3L Zelfklevend visitekaarthoesje 60 x 95 mm, korte zijde open (pak 10 stuks)"	0	0	0	0	144	68	14
"3L Zelfklevend visitekaarthoesje 60 x 95 mm, lange zijde open (pak 10 stuks)"	0	0	0	0	51	24	4
3L Zelfklevende etikethouder 25 x 75 mm (pak 12 stuks)	0	0	0	0	38	23	3
3L Zelfklevende etikethouder 35 x 75 mm (pak 12 stuks)	0	0	0	0	132	64	4
3L Zelfklevende etikethouder 46 x 75 mm (pak 6 stuks)	0	0	0	0	151	103	8
3L Zelfklevende etikethouder 55 x 102 mm (pak 6 stuks)	0	0	0	0	51	26	2
3L Zelfklevende etikethouder 55 x 150 mm (pak 6 stuks)	0	0	0	0	32	11	2
3L Zelfklevende etikethouder 62 x 150 mm (pak 6 stuks)	0	0	0	0	77	33	3
"3L Zelfklevende hechtstrip A4, lengte 271 mm, 23 rings (pak 100 stuks)"	0	0	0	0	60	5	2
"3L Zelfklevende hechtstrip A4, lengte 295 mm, 11 rings (pak 50 stuks)"	0	0	0	0	113	24	7
"3L Zelfklevende hechtstrip A5, lengte 125 mm, 7 rings (pak 100 stuks)"	0	0	0	0	68	11	1
"3L Zelfklevende opbergtas A4, 220 x 305 mm (pak 50 stuks)"	0	0	0	0	137	3	3
"3L Zelfklevende opbergtas A5, 158 x 220 mm (pak 50 stuks)"	0	0	0	0	407	14	7
"3L Zelfklevende opbergtas herpositioneerbaar A3, opening aan de korte kant (pak 5 stuks)"	0	0	0	0	22	1	1
"3L Zelfklevende opbergtas herpositioneerbaar A4, opening aan de korte kant (pak 10 stuks)"	0	0	0	0	30	3	2
3L Zelfklevende versterkingsringen Zelfklevende versterkingsringen (pak 500 stuks)	0	0	0	0	4	4	4
"3Mâ„¢ Bureau organizer Voor bureau-lade, C71, (B x L x H) 298 x 268/407 x 44 mm, zwart"	0	0	0	0	64	2	2
3Mâ„¢ Laptopstandaard LX500	0	0	0	0	41	1	1
3M™ 3M ReMount - lijmspray (fles 400 milliliter)	0	0	0	0	136	8	3
"3M™ Bureau organizer Voor bureau-lade, C71, (B x L x H) 298 x 268/407 x 44 mm, zwart"	0	0	0	0	130	4	3
3M™ Displaymount™ (fles 400 milliliter)	0	0	0	0	13	1	1
3M™ LX550 notebook standaard	0	0	0	0	347	11	2
3M™ Lijmspray Spray Mount 3M/bus 400ml (fles 400 milliliter)	0	0	0	0	148	12	1
3M™ Photomount™ (fles 400 milliliter)	0	0	0	0	12	1	1
"3M™ Privacy filter Desktop 17.0 inch, frameless"	0	0	0	0	184	2	1
"3M™ Privacy filter widescreen laptop 15.4 inch Wide, frameless"	0	0	0	0	88	1	1
3M™ oordoppen Oordoppen (pak 5 paar)	0	0	0	0	126	25	1
4-Maandskalender 2017 Quantore	0	0	0	0	14	2	2
ACCI HP April 6EA	0	0	0	0	"2,010"	2	1
"ADOC Pap-ex speciaal schrift A4, gelijnd (pak 10 x 72 vel)"	0	0	0	0	90	2	2
AF CLEANING reinigingskaart voor betaalautomaten CCP020 (pak 20 stuks)	0	0	0	0	19	1	1
AFREKEN ART	0	0	0	0	"4,597"	8	7
AIXLIGHT LONG QRB111 PD hanglamp zilvergrijs 4xG53	0	0	0	0	404	2	1
ALCO Deurstopper Chroom	0	0	0	0	68	6	4
ALCO Postzegelbevochtiger	0	0	0	0	48	47	4
ALCO Sleutelring diameter 35 mm (pak 10 stuks)	0	0	0	0	180	71	11
"AQUARIUS lemon blik 0,33L 24 x 0,33L (pak 24 stuks)"	0	0	0	0	366	20	11
ARISTO Sjabloon Electrotechniek	0	0	0	0	66	9	3
ATLANTA ATLANTA Alzicht - hangmap (pak 25 stuks)	0	0	0	0	26	1	1
"ATLANTA Alzicht ruiterstrook 100 mm, wit (pak 325 stuks)"	0	0	0	0	75	19	9
ATLANTA Alzicht ruiterstrook 65 mm wit Wit (pak 325 stuks)	0	0	0	0	8	1	1
"ATLANTA Bedrijfsformulieren Kilometerregistratie 297 x 115 mm, 40 vel (pak 5 stuks)"	0	0	0	0	225	9	7
"ATLANTA Bedrijfsformulieren Opdrachtenformulier A5, door magazijn, 50 x 2 vel (blok 50 stuks)"	0	0	0	0	42	18	8
"ATLANTA Bedrijfsformulieren Opzichtersdagboek A4, 20 vel (blok 20 vel)"	0	0	0	0	131	31	2
ATLANTA Bedrijfsformulieren Vakantiekaart A6 100 vel (pak 100 stuks)	0	0	0	0	19	2	1
ATLANTA Bedrijfsformulieren Verlofaanvraag A6 (blok 50 stuks)	0	0	0	0	123	102	19
ATLANTA Bedrijfsformulieren Werkbrief A5 (blok 50 stuks)	0	0	0	0	362	180	19
"ATLANTA Binnenmap Folio, chamois (pak 100 stuks)"	0	0	0	0	37	1	1
"ATLANTA Binnenmap met hechtmechaniek A4, chamois (pak 100 stuks)"	0	0	0	0	113	3	2
"ATLANTA Hangmap Alzicht Verticaal, A4 30 mm bodem, geel (pak 25 stuks)"	0	0	0	0	26	1	1
"ATLANTA Hangmap Alzicht Verticaal, A4 30 mm bodem, grijs (pak 25 stuks)"	0	0	0	0	"1,447"	60	20
"ATLANTA Hangmap Alzicht Verticaal, A4 30 mm bodem, groen (pak 25 stuks)"	0	0	0	0	187	7	4
"ATLANTA Hangmap Alzicht Verticaal, A4 30 mm bodem, rood (pak 25 stuks)"	0	0	0	0	26	1	1
"ATLANTA Hangmap Alzicht Verticaal, A4 v-bodem, grijs (pak 25 stuks)"	0	0	0	0	783	46	20
"ATLANTA Hangmap Alzicht Verticaal, folio 30 mm bodem, grijs (pak 25 stuks)"	0	0	0	0	930	36	17
"ATLANTA Hangmap Alzicht Verticaal, folio v-bodem, grijs (pak 25 stuks)"	0	0	0	0	506	32	11
"ATLANTA Message book Little Things to do today, A6 (pak 5 x 100 vel)"	0	0	0	0	301	21	13
"ATLANTA Message book Snelmemo’s NL, 160 memo’s in tweevoud (pak 5 stuks)"	0	0	0	0	75	3	2
"ATLANTA Message book Terugbelboek Nederlandstalig, 160 gespreksnotities, in tweevoud (pak 5 x 20 vel)"	0	0	0	0	49	2	2
ATLANTA Notitieboek met spiraal 105 x 74 mm (blok 25 vel)	0	0	0	0	57	43	6
"ATLANTA Notitieboek met spiraal A6, gelijnd (pak 20 blokken)"	0	0	0	0	39	1	1
"ATLANTA Onderverdeler A6200-5, chamois"	0	0	0	0	86	53	3
ATLANTA Orderblok (pak 5 blokken)	0	0	0	0	25	1	1
"ATLANTA Registerboek 105 x 165 mm, 120 blz, grijs,gelijnd (pak 5 blokken)"	0	0	0	0	17	2	1
"ATLANTA Registerboek 105 x 165 mm, 200 blz, blauw, gelijnd (pak 5 blokken)"	0	0	0	0	115	9	4
"ATLANTA Registerboek 135 x 330 mm, 100 blz, crème, met spiraal, gelijnd (pak 5 blokken)"	0	0	0	0	40	2	2
"ATLANTA Registerboek 205 x 330 mm, 200 blz, blauw, gelijnd (pak 5 blokken)"	0	0	0	0	38	1	1
"ATLANTA Registerboek 205 x 330 mm, 200 blz, blauw, geruit 4 x 7 mm (pak 5 blokken)"	0	0	0	0	79	2	1
"ATLANTA Registerboek 205 x 330 mm, 200 blz, grijs. gelijnd (pak 5 blokken)"	0	0	0	0	147	4	4
"ATLANTA Registerboek 210 x 165 mm, 120 blz, grijs, gelijnd (pak 5 blokken)"	0	0	0	0	113	9	6
"ATLANTA Registerboek 210 x 165 mm, 200 blz, blauw, gelijnd (pak 5 blokken)"	0	0	0	0	165	9	6
"ATLANTA Registerboek 210 x 165 mm, 300 blz, blauw, gelijnd (pak 5 blokken)"	0	0	0	0	117	5	4
ATLANTA Registerboek met alfabet 210 x 165 mm (pak 5 blokken)	0	0	0	0	120	3	3
ATLANTA Registerboek met alfabet A6 (pak 5 x 48 vel)	0	0	0	0	33	1	1
ATLANTA Rittenlijst/blok 50 vel rittenlijst 1 delig (blok 50 vel)	0	0	0	0	108	29	10
ATLANTA Stapelcassette Grijs (pak 6 stuks)	0	0	0	0	88	1	1
AURORA Aurora Office BLOC 200 - notitieblok (pak 5 stuks)	0	0	0	0	5	1	1
"AURORA Cursusblok A4, gelijnd, 2-gaats (pak 10 stuks)"	0	0	0	0	19	1	1
"AURORA Cursusblok A4, gelijnd, 4-gaats (blok 100 vel)"	0	0	0	0	93	58	8
"AURORA Cursusblok A4, geruit 4 x 8 mm, 2-gaats (pak 10 stuks)"	0	0	0	0	19	1	1
"AURORA Cursusblok A4, geruit 5 mm, 4-gaats (blok 100 vel)"	0	0	0	0	16	10	3
"AURORA Dubbel A4 gevouwen papier Blanco, 90 g/m² (pak 240 vel)"	0	0	0	0	57	2	1
"AURORA Dubbel A4 gevouwen papier Gelijnd, 90 g/m² (pak 240 vel)"	0	0	0	0	228	8	4
"AURORA Dubbel A4 gevouwen papier Geruit 5 mm, 90 g/m² (pak 240 vel)"	0	0	0	0	288	10	2
AURORA Kladblok 135 x 210 mm geruit 5 mm (pak 5 stuks)	0	0	0	0	103	22	8
"AURORA Office BLOC 200 Jotter-notitieblok, gelijmd, 200 vel/400 pagina's, 210 x 135 mm (pak 5 stuks)"	0	0	0	0	82	17	2
"AURORA Omleg Agenda blok 1 dag per 2 pagina's, NL/FR/ENG/DE"	0	0	0	0	4	1	1
"AURORA Omleg agenda blok 1 dag per 2 pagina's, NL/FR/ENG/DE"	0	0	0	0	19	8	3
"AURORA Recycled schrijfblok A4, geruit 5 mm (pak 10 stuks)"	0	0	0	0	28	2	2
"AURORA Recycled schrijfblok A5, geruit 5 mm (pak 10 stuks)"	0	0	0	0	58	8	1
AURORA Recycled schrijfblok A7 geruit 5 mm (pak 10 stuks)	0	0	0	0	24	7	3
"AURORA Registerboek 100 x 160 mm, 192 blz"	0	0	0	0	5	1	1
"AURORA Registerboek 100 x 160 mm, lijn, 192 blz"	0	0	0	0	29	10	1
"AURORA Schrift 210 x 165 mm, 120 blz, gelijnd (pak 12 stuks)"	0	0	0	0	345	24	9
"AURORA Schrift A4, 120 blz, gelijnd (pak 10 stuks)"	0	0	0	0	293	11	8
"AURORA Schrift A4, 120 blz, geruit 5 mm (pak 10 stuks)"	0	0	0	0	30	1	1
"AURORA Schrift A4, 80 g/m² (pak 25 stuks)"	0	0	0	0	51	4	2
"AURORA Schrijfblok A4, commerciaal (pak 10 stuks)"	0	0	0	0	18	1	1
"AURORA Schrijfblok A4, gelijnd (pak 10 stuks)"	0	0	0	0	425	23	18
"AURORA Schrijfblok A4, geruit 5 mm (pak 10 stuks)"	0	0	0	0	191	11	9
AURORA Schrijfblok A5 lijn (pak 10 stuks)	0	0	0	0	213	24	18
"AURORA Schrijfblok A6, geruit 5 mm, 100 vel (pak 10 stuks)"	0	0	0	0	12	2	2
AURORA Spiraal stenoblok A5 72 vel) (blok 72 vel)	0	0	0	0	31	20	2
"AURORA Spiraalblok 105 x 165 mm, 120 blz, geruit 5 mm (pak 20 stuks)"	0	0	0	0	182	17	8
"AURORA Spiraalblok 210 x 165 mm, 120 blz, gelijnd (pak 10 stuks)"	0	0	0	0	302	21	13
"AURORA Spiraalblok 210 x 165 mm, 120 blz, geruit 5 mm (pak 10 stuks)"	0	0	0	0	14	1	1
"AURORA Spiraalblok 295 x 220 mm, 4-gaats, gelijnd (blok 80 vel)"	0	0	0	0	29	13	5
"AURORA Spiraalblok 295 x 220 mm, 4-gaats, geruit 5 mm (blok 80 vel)"	0	0	0	0	60	27	4
"AURORA Spiraalblok 75 x 110 mm, 80 blz, geruit 5 mm (pak 20 stuks)"	0	0	0	0	194	27	3
"AURORA Spiraalblok 80x 135 mm, 100 blz, geruit 5 mm (pak 20 stuks)"	0	0	0	0	53	5	4
"AURORA Spiraalblok A4, 120 blz, gelijnd (pak 10 stuks)"	0	0	0	0	129	6	6
"AURORA Spiraalblok A4, 120 blz, geruit 5 mm (pak 10 stuks)"	0	0	0	0	111	5	5
AURORA Systeemkaart 100 x 150 mm blanco 175 g/m² (pak 100 stuks)	0	0	0	0	12	7	4
AURORA Systeemkaart 100 x 150 mm gelijnd 6 mm met rode koplijn 175 g/m² (pak 100 vel)	0	0	0	0	4	2	2
AURORA Systeemkaart 100 x 150 mm gelijnd 6 mm met rode koplijn 205 g/m² (pak 100 vel)	0	0	0	0	70	24	4
AURORA Systeemkaart 150 x 200 mm gelijnd 6 mm met rode koplijn 205g/m² (pak 100 vel)	0	0	0	0	96	15	4
AURORA Systeemkaart 80 x 130 mm gelijnd 6 mm met rode koplijn 205 g/m² (pak 100 vel)	0	0	0	0	8	4	2
"AURORA Yellow pad schrijfblok A4 gelijnd, 4-gaats (blok 80 vel)"	0	0	0	0	752	398	40
"AURORA Yellow pad schrijfblok A5, gelijnd (blok 80 vel)"	0	0	0	0	242	222	30
AUTODROP Total loss pak 270 gram (doos 280 gram)	0	0	0	0	45	17	9
AUTODROP Total loss pak 270 gram (doos 300 gram)	0	0	0	0	77	27	3
AUTODROP drop-donders pak 235 gram (doos 6 x 225 gram)	0	0	0	0	15	1	1
AUTODROP drop-donders pak 250 gram (doos 6 x 250 gram)	0	0	0	0	298	21	4
Aan-afwezigheidsbord Legamaster 54x28cm 20 posities	0	0	0	0	149	1	1
Aanleg Zwart	0	0	0	0	1	1	1
Accountantspapier dubbel A4 A3607-94 14kolommen 100vel	0	0	0	0	270	13	2
Adapter Hama HDMI plug DVI socket zwart	0	0	0	0	24	2	1
Adapter Rapid 5020/5050/5080e	0	0	0	0	71	2	1
Advil Pijnstiller Ibuprofen 200 mg (pak 10 stuks)	0	0	0	0	145	36	15
"Afplaktape 19 mm x 10 m, asgat 25 mm (rol 10 meter)"	0	0	0	0	6	2	1
Afrolmechanisme Durable 8222 met sleutelring 80cm antraciet	0	0	0	0	27	20	2
"Afrolmechanisme Durable 8222 met sleutelring, uittrekbaar koord ca. 80cm antraciet"	0	0	0	0	16	10	1
Afvalbak 70 liter	0	0	0	0	25	1	1
Afvalbak Kickcan metalen binnenbak 33liter zwart	0	0	0	0	74	1	1
Afvalbak Tork 50liter 46001 RVS	0	0	0	0	170	1	1
Afvalbak pedaalemmer RVS mat rond 20 liter	0	0	0	0	164	6	3
Afvalbak pedaalemmer RVS mat rond 3 liter	0	0	0	0	41	4	3
Afvalbak pedaalemmer RVS mat rond 30 liter	0	0	0	0	175	4	4
Afvalbak pedaalemmer RVS mat rond 5 liter	0	0	0	0	57	4	2
Afvalzak 120 Liter Wit (doos 10 x 20 stuks)	0	0	0	0	55	2	2
Afvalzak 120 liter (doos 25 x 20 stuks)	0	0	0	0	30	1	1
Afvalzak 120 liter (rol 20 stuks)	0	0	0	0	205	51	12
Afvalzak 130 liter (doos 10 x 20 stuks)	0	0	0	0	44	1	1
Afvalzak 130 liter (rol 25 stuks)	0	0	0	0	"3,022"	762	52
Afvalzak 140 liter (rol 25 stuks)	0	0	0	0	277	33	6
Afvalzak 18 liter Zwart (doos 20 x 50 stuks)	0	0	0	0	182	7	4
Afvalzak 20 liter (rol 50 stuks)	0	0	0	0	"1,020"	253	38
Afvalzak 24 liter (rol 50 stuks)	0	0	0	0	179	98	17
Afvalzak 240 liter (doos 10 rollen)	0	0	0	0	39	1	1
Afvalzak 240 liter (doos 10 x 10 stuk)	0	0	0	0	86	2	1
Afvalzak 45 liter (doos 25 x 20 stuks)	0	0	0	0	28	1	1
Afvalzak 50 Liter Zwart (doos 20 x 50 stuks)	0	0	0	0	89	3	3
Afvalzak 50 liter (doos 25 x 20 rollen)	0	0	0	0	178	7	4
Afvalzak 60 liter (doos 500 stuks)	0	0	0	0	93	3	3
Afvalzak 90x120cm ldpe 50mu gs/ds10x10	0	0	0	0	25	1	1
"Afvalzak Plastic Heroes Transparant, 50 liter (doos 480 stuks)"	0	0	0	0	"1,209"	30	28
"Afvalzak Plastic Heroes transparant, 35 liter (doos 480 stuks)"	0	0	0	0	32	1	1
"Afvalzak Wit, Ldpe, micron 30 (doos 20 x 50 stuks)"	0	0	0	0	38	1	1
Afwasborstel	0	0	0	0	781	"1,336"	69
Afwasborstel plastic met ronde kop wit	0	0	0	0	17	18	6
Afwasborstel wit	0	0	0	0	4	1	1
Afwasmiddel Dreft Professional 5liter	0	0	0	0	21	1	1
Afwasmiddel PrimeSource citroen 1liter	0	0	0	0	44	22	4
Afwasteil rond 360 mm	0	0	0	0	18	2	2
Agenda 2017 organizer Succes A5 Executive sluitlip zwart	0	0	0	0	69	1	1
Agendavulling 2017 Brefax 7dag/2pag 6talig	0	0	0	0	9	1	1
Agendavulling 2017 Breplan	0	0	0	0	3	2	1
Agendavulling 2017 Delta 7dag/2pag	0	0	0	0	3	1	1
Agendavulling 2017 Kalpa A5 7dag/2pagina	0	0	0	0	7	1	1
Agendavulling 2017 Kalpa standaard jaardoos 7dag/2pagina	0	0	0	0	7	1	1
Agendavulling 2017 Omniplan	0	0	0	0	14	4	1
Agendavulling 2017 Succes Executive 7dagen/2pagina's	0	0	0	0	66	3	3
Agendavulling 2017 Succes Junior 7dagen/2pagina's	0	0	0	0	10	1	1
Agendavulling 2017 Succes Senior 1dag/pagina	0	0	0	0	30	2	2
Agendavulling 2017 Succes calendarium standaard 7dag/2pag	0	0	0	0	10	1	1
Agendavulling 2017 concorde spiraal 7dagen/2pagina	0	0	0	0	12	1	1
AirCap® Luchtkussenfolie 1000mm x 100m (rol 100 meter)	0	0	0	0	282	8	5
AirCap® Luchtkussenfolie 400mm x 5m (rol 5 meter)	0	0	0	0	2	1	1
"AirCap® Luchtkussenfolie grote noppen, 1200mm x 30m (rol 30 meter)"	0	0	0	0	33	1	1
"AirCap® Luchtkussenfolie grote noppen, 600mm x 50m (rol 50 meter)"	0	0	0	0	101	4	4
"AirCap® Luchtkussenfolie grote noppen, 800mm x 30m (rol 30 meter)"	0	0	0	0	41	2	2
"AirCap® Luchtkussenfolie kleine noppen, 1200mm x 100m (rol 100 meter)"	0	0	0	0	282	7	6
"AirCap® Luchtkussenfolie kleine noppen, 1500mm x 100m (rol 100 meter)"	0	0	0	0	632	12	12
"AirCap® Luchtkussenfolie kleine noppen, 600mm x 100m (rol 100 meter)"	0	0	0	0	21	1	1
"AirCap® Noppenfolie 10 m, 500 mm (rol 10 meter)"	0	0	0	0	671	193	42
"AirCap® Noppenfolie 30 m 800 mm, Polyethyleen (rol 30 meter)"	0	0	0	0	22	1	1
"AirCap® Noppenfolie 5 m, 500 mm (rol 5 meter)"	0	0	0	0	40	15	8
"AirCap® Noppenfolie 5 m, 750 mm (rol 5 meter)"	0	0	0	0	7	2	2
"Akte envelop C4 229x324 mm, 100 g/m² (doos 250 stuks)"	0	0	0	0	127	4	4
"Akte envelop Peel & Seal klep - 160 x 240 mm, 100 g/m² (pak 250 stuks)"	0	0	0	0	29	2	2
"Akte envelop Peel & Seal klep 230 x 310 mm, 100 g/m² (doos 250 stuks)"	0	0	0	0	96	4	3
"Akte envelop Peel & Seal klep C4 229 x 324 mm, 100 g/m² (doos 250 stuks)"	0	0	0	0	225	13	9
"Akte envelop bruin 240 x 310 mm, 90 g/m² (pak 250 stuks)"	0	0	0	0	138	8	3
"Akte envelop gegomde klep - B4 250 x 353 mm, 90 g/m² (pak 250 stuks)"	0	0	0	0	39	2	1
"Akte envelop gegomde klep - EC4 240 x 340 mm, 100 g/m² (pak 250 stuks)"	0	0	0	0	"1,691"	70	14
"Akte envelop gegomde klep C4 229 x 324 mm, 120 g/m² (pak 250 stuks)"	0	0	0	0	197	11	8
"Akte envelop gegomde klep C5 162 x 229 mm, 100 g/m² (doos 500 stuks)"	0	0	0	0	69	3	2
"Akte envelop gegomde klep EB4 262 x 371 mm, 120 g/m² (pak 250 stuks)"	0	0	0	0	288	10	6
"Akte envelop gegomde klep EC4 240 x 340 mm, 120 g/m² (250 stuks)"	0	0	0	0	283	9	8
"Akte envelop gegomde klep met venster C4 229 x 324 mm, 120 g/m², venster links (doos 250 stuks)"	0	0	0	0	159	6	6
"Akte envelop gegomde klep- - C4 229 x 324 mm, 100 g/m² (doos 250 stuks)"	0	0	0	0	37	2	1
"Akte envelop met venster 230 x 310 mm, 100 g/m², venster rechts (doos 250 stuks)"	0	0	0	0	100	4	4
"Akte envelop met venster C4 229 x 324 mm, 120 g/m², venster links (doos 250 stuks)"	0	0	0	0	35	1	1
"Akte envelop zelfklevende klep 160 x 240 mm, 90 g/m² (pak 250 stuks)"	0	0	0	0	189	14	6
"Akte envelop zelfklevende klep 175 x 265 mm, 90 g/m² (pak 250 stuks)"	0	0	0	0	720	51	12
"Akte envelop zelfklevende klep 240 x 310 mm, 90 g/m² (pak 250 stuks)"	0	0	0	0	73	4	4
"Akte envelop zelfklevende klep C4 229 x 324 mm, 90 g/m² (pak 250 stuks)"	0	0	0	0	167	10	7
"Albyco Draadrug 34 rings 6,4 mm Zilver (doos 100 stuks)"	0	0	0	0	97	9	6
"Alfi Thermoskan Big Spender diameter 160 mm , hoogte 284 mm"	0	0	0	0	265	3	3
"Alfi Thermoskan Bono diameter 140 mm, hoogte 200 mm"	0	0	0	0	131	4	2
"All Wasmiddel All Professional/ds 7,56 kg (pak 8.64 kilogram)"	0	0	0	0	53	2	2
"All Wasmiddel Professional doos 7,56 kg (pak 7.56 kilogram)"	0	0	0	0	22	1	1
Aluminiumfolie 29cm (rol 130 meter)	0	0	0	0	26	2	2
Ambi Pur Luchtverfrisser Bloesem (fles 300 milliliter)	0	0	0	0	115	27	11
Ambi Pur Toiletblok Lavendel & Rosemary (pak 4 stuks)	0	0	0	0	11	2	1
Amefa Steak Pizza - mes (pak 12 stuks)	0	0	0	0	23	1	1
Amstel Amstel Radler Product price grid feature: 0.0 % (pak 24 x 330 milliliter)	0	0	0	0	20	1	1
Amstel Radler (pak 24 stuks)	0	0	0	0	84	5	2
"Andy Allesreiniger Vertrouwd, 1 Liter (pak 3 liter)"	0	0	0	0	157	19	14
Andy Allesreiniger grootverpakking Citroen Fris (fles 5 liter)	0	0	0	0	61	6	5
Andy Allesreiniger grootverpakking Vertrouwd (fles 5 liter)	0	0	0	0	207	20	19
Andy Veelzijdig schoonmaakmiddel citroengeur vloeibaar 1 l (doos 6 liter)	0	0	0	0	119	8	6
Anta Flu Menthol Classic (pak 175 gram)	0	0	0	0	100	74	15
Antibacteriele softgrip schaar voor links-en rechtshandigen	0	0	0	0	11	5	1
"Appelsientje Sap in petfles Appelsap, 0,25 liter per fles (pak 24 stuks)"	0	0	0	0	348	15	12
"Appelsientje Sap in petfles Appelsap, 0,4 liter per fles (pak 12 stuks)"	0	0	0	0	68	4	1
"Appelsientje Sap in petfles Sinaasappelsap, 0,25 liter per fles (pak 24 stuks)"	0	0	0	0	623	25	21
"Appelsientje Sap in petfles Sinaasappelsap, 0,4 liter per fles (pak 12 stuks)"	0	0	0	0	53	3	3
Apple Kabel Lightning naar USB 1 meter	0	0	0	0	33	1	1
Aquarius (Kimberly-Clark) Handreiniger Dispenser wit	0	0	0	0	50	1	1
Archiefdoos Quantore folio 230x80x350mm	0	0	0	0	76	150	3
Archiefdoos gemeente folio 370x265x115mm	0	0	0	0	71	50	1
ArchiefkastSalvus HS2/7016	0	0	0	0	"1,099"	1	1
Arcoroc Longdrinkglas (doos 6 stuks)	0	0	0	0	307	38	12
As-papierbak 50ltr zwart	0	0	0	0	98	1	1
Asbak staand Rubbermaid peukenzuil 31x31x100cm zwart	0	0	0	0	108	1	1
Asbak zand 50liter zwart	0	0	0	0	188	3	3
Atrix Handcreme 150 ml	0	0	0	0	7	3	1
Attachekoffer Rillstab Maxi aluminium	0	0	0	0	100	2	2
Avanti College box A4 (doos - 12)	0	0	0	0	"1,025"	50	1
Avanti Stripbinder combi A4 wit (doos - 25)	0	0	0	0	53	1	1
"Avery Avery Prijstang etiketten 2-regels 26 x 16, wit"	0	0	0	0	55	3	2
"Avery Avery Prijstang etiketten 2-regels 26 x 16, wit (pak 10 rollen)"	0	0	0	0	81	4	1
"Avery Bedrukbare en beschrijfbare naambadge - zelfklevend 50 x 80 mm blauw kader, L4787-20 (pak 200 stuks)"	0	0	0	0	99	4	3
"Avery Bedrukbare en beschrijfbare naambadge - zelfklevend 50 x 80 mm rood kader, L4786-20 (pak 200 stuks)"	0	0	0	0	26	1	1
"Avery Bedrukbare naambadge kaartjes 60 x 90 mm, LR4728-20 (pak 160 stuks)"	0	0	0	0	115	8	3
"Avery BlockOut™ verzendetiketten 199,6 x 289,1 mm, L7167 (pak 100 stuks)"	0	0	0	0	379	10	1
Avery Bulldog papierklem magnetisch 50 mm breed (doos 12 stuks)	0	0	0	0	41	1	1
"Avery Handbeschrijfbare etiketten 94 x 37 mm, wit (blok 50 stuks)"	0	0	0	0	8	2	1
Avery Korte zelfklevende rugetiketten 192 x 62 mm blanco (pak 100 stuks)	0	0	0	0	202	11	9
"Avery Mini etiketten 46 x 11 mm, wit, L7656 (pak 2100 stuks)"	0	0	0	0	86	5	1
"Avery Notizio registerboek A4, gelijnd"	0	0	0	0	42	3	3
"Avery Notizio registerboek A5, gelijnd"	0	0	0	0	44	4	3
"Avery Quick & Clean™ visitekaartje 85 x 54 mm, 185 g/m², perforatierand, C32010, Inkjet (pak 250 stuks)"	0	0	0	0	83	11	5
"Avery Quick & Clean™ visitekaartje 85 x 54 mm, 200 g/m², C32011, Laser (pak 250 stuks)"	0	0	0	0	34	2	2
"Avery Quick & Clean™ visitekaartje 85 x 54 mm, 220 g/m², dubbelzijdig, C32016, Laser (pak 250 stuks)"	0	0	0	0	36	2	2
"Avery Quick & Clean™ visitekaartje 85 x 54 mm, linnenstructuur, 260 g/m², C32096, Inkjet (pak 80 stuks)"	0	0	0	0	41	4	1
"Avery Quick & Clean™ visitekaartje 85 x 54 mm, mat, 200 g/m², C32011, Inkjet/ Laser (pak 100 stuks)"	0	0	0	0	35	4	2
Avery ReadyIndex tabbladen 1-10 (set 10 vel)	0	0	0	0	91	30	1
"Avery Tabbladen bedrukbaar Index Maker™ 9 rings, A4 maxi, 12 bedrukbare tabs, L7455-12"	0	0	0	0	108	15	1
"Avery Tabbladen bedrukbaar Ready Index™ 9 rings, A4, bedrukte tabs, 1-6, L7411-6"	0	0	0	0	660	230	4
"Avery Tafelnaambordje 210 x 60 mm, L4796-20 (pak 20 stuks)"	0	0	0	0	337	39	17
"Avery Transparante QuickPeel™ etiketten 63,5 x 38,1 mm, J8560 (pak 525 stuks)"	0	0	0	0	28	1	1
Avery Write & Wipe flexibel whiteboard A4 (pak 5 vel)	0	0	0	0	81	8	1
"Avery ZWECKFORM neon gekleurde etiketten 38,1 x 21,2 mm, neon geel, L7651Y (pak 6500 stuks)"	0	0	0	0	239	6	2
"Avery ZWECKFORM neon gekleurde etiketten 99 x 38,1 mm, neon geel, L7263Y (pak 350 stuks)"	0	0	0	0	123	7	1
Avery bedrukbaar prijsetiket 26 x 16 mm (pak 2040 stuks)	0	0	0	0	16	2	1
BACHMANN Tafel contactdozen 6 contactpunten met schakelaar	0	0	0	0	159	24	13
BAP 66/6 5 M nietjes voor Rapid	0	0	0	0	5	1	1
BESTRON Stofzuiger Bestron ecosenso zilvergroen	0	0	0	0	105	1	1
BESTRON Waterkoker 1.7 liter zwart	0	0	0	0	121	5	1
"BESTRON towerventilator, zwart/zilver, 50W"	0	0	0	0	201	3	1
"BIC Balpen M10 ECOlutions Value Pack Medium, blauw (verpakking 100 stuks) met gratis 4 kleurenpen (op=op)"	0	0	0	0	87	2	1
